"tower_id","city","mode_operator","distinct_operator_count","mode_state","distinct_state_count","mode_network_type","distinct_network_type_count","total_observations","avg_uptime_percentage","total_downtime_minutes","total_outage_count","total_users_affected","impactful_outage_observations","repeat_outage_indicator"
"KAD-1040","Kaduna","Glo","1","Oyo","1","3G","1","1","90.13","142.13","1","323","1",0
"KAD-1041","Kaduna","9mobile","1","Sokoto","1","4G","1","1","97.34","38.30","4","0","0",0
"KAD-1042","Kaduna","MTN","2","Lagos","3","4G","2","4","95.37","266.68","5","145","1",0
"KAD-1046","Kaduna","Airtel","2","Bauchi","3","4G","1","3","96.94","132.19","9","0","0",0
"KAD-1048","Kaduna","MTN","1","Jigawa","1","4G","1","1","88.32","168.19","5","202","1",0
"KAD-1052","Kaduna","Glo","1","Ebonyi","1","4G","1","1","86.15","199.44","1","467","1",0
"KAD-1054","Kaduna","9mobile","1","Borno","2","4G","1","2","90.42","276.05","5","442","2",1
"KAD-1059","Kaduna","9mobile","2","Plateau","2","4G","1","2","87.46","361.16","9","585","2",1
"KAD-1060","Kaduna","Glo","3","Akwa Ibom","4","3G","3","4","90.00","576.00","8","761","3",1
"KAD-1062","Kaduna","Airtel","2","Kwara","2","3G","2","2","93.87","176.68","6","79","1",0
"KAD-1063","Kaduna","Airtel","2","Nasarawa","2","3G","2","2","90.46","274.75","8","385","2",1
"KAD-1065","Kaduna","Airtel","2","Borno","2","4G","1","2","86.48","389.37","6","542","2",1
"KAD-1071","Kaduna","Glo","1","Benue","1","4G","1","1","94.05","85.68","4","309","1",0
"KAD-1072","Kaduna","Glo","2","Kebbi","2","3G","1","2","93.28","193.53","2","398","1",0
"KAD-1073","Kaduna","MTN","1","Ogun","1","5G","1","1","86.33","196.85","2","410","1",0
"KAD-1077","Kaduna","MTN","1","Ogun","1","2G","1","1","92.05","114.48","4","327","1",0
"KAD-1082","Kaduna","9mobile","2","Kaduna","2","4G","2","2","88.44","332.93","4","486","2",1
"KAD-1084","Kaduna","Airtel","2","Delta","2","4G","1","2","95.73","123.12","6","372","1",0
"KAD-1085","Kaduna","9mobile","2","Bauchi","2","4G","2","2","90.95","260.78","1","473","1",0
"KAD-1086","Kaduna","9mobile","1","Bauchi","2","3G","1","2","97.85","62.06","9","0","0",0
"KAD-1087","Kaduna","MTN","1","Osun","1","4G","1","1","91.45","123.12","3","185","1",0
"KAD-1088","Kaduna","MTN","1","Jigawa","2","4G","1","2","93.04","200.45","3","450","1",0
"KAD-1089","Kaduna","9mobile","1","Enugu","1","3G","1","1","93.50","93.60","4","54","1",0
"KAD-1092","Kaduna","MTN","1","Zamfara","1","3G","1","1","92.78","103.97","1","145","1",0
"KAD-1093","Kaduna","MTN","1","Bayelsa","2","3G","2","2","94.62","154.94","2","220","1",0
"KAD-1094","Kaduna","9mobile","3","Anambra","3","4G","2","3","92.96","304.13","9","609","2",1
"KAD-1096","Kaduna","MTN","1","Oyo","1","4G","1","1","97.70","33.12","5","0","0",0
"KAD-1102","Kaduna","Glo","1","Osun","1","4G","1","1","92.13","113.33","5","337","1",0
"KAD-1103","Kaduna","9mobile","1","Niger","1","4G","1","1","87.04","186.62","1","163","1",0
"KAD-1104","Kaduna","MTN","1","FCT","1","3G","1","1","94.50","79.20","4","379","1",0
"KAD-1105","Kaduna","9mobile","1","Katsina","1","3G","1","1","88.02","172.51","0","290","1",0
"KAD-1108","Kaduna","Airtel","2","Bayelsa","2","4G","1","2","90.63","269.86","9","654","2",1
"KAD-1109","Kaduna","9mobile","1","Katsina","1","3G","1","1","90.91","130.90","4","351","1",0
"KAD-1114","Kaduna","Glo","1","Sokoto","1","4G","1","1","86.98","187.49","4","428","1",0
"KAD-1115","Kaduna","Airtel","2","Osun","1","4G","1","2","95.53","128.88","10","371","1",0
"KAD-1116","Kaduna","Airtel","1","Sokoto","1","4G","1","1","88.80","161.28","1","400","1",0
"KAD-1117","Kaduna","9mobile","2","Jigawa","2","3G","1","2","95.34","134.36","0","448","1",0
"KAD-1121","Kaduna","Glo","2","Kebbi","2","3G","2","2","94.59","155.95","2","308","1",0
"KAD-1123","Kaduna","Glo","1","Bauchi","1","4G","1","1","93.04","100.22","1","198","1",0
"KAD-1125","Kaduna","9mobile","1","Niger","1","4G","1","1","87.91","174.10","2","223","1",0
"KAD-1129","Kaduna","9mobile","3","Benue","3","4G","1","3","96.07","169.64","9","495","1",0
"KAD-1130","Kaduna","MTN","1","Enugu","1","4G","1","1","97.10","41.76","5","0","0",0
"KAD-1131","Kaduna","Airtel","1","Kwara","1","4G","1","1","86.37","196.27","1","297","1",0
"KAD-1132","Kaduna","9mobile","1","Bayelsa","1","3G","1","1","98.30","24.48","4","0","0",0
"KAD-1133","Kaduna","9mobile","1","Cross River","1","4G","1","1","98.17","26.35","1","0","0",0
"KAD-1135","Kaduna","MTN","1","Rivers","1","3G","1","1","88.82","160.99","5","84","1",0
"KAD-1136","Kaduna","MTN","1","Kwara","1","4G","1","1","96.59","49.10","2","0","0",0
"KAD-1137","Kaduna","Airtel","2","Gombe","2","4G","2","2","97.23","79.92","2","410","1",0
"KAD-1139","Kaduna","Glo","2","Cross River","2","3G","2","2","89.12","313.49","2","542","2",1
"KAD-1141","Kaduna","Glo","2","Akwa Ibom","3","3G","2","3","91.34","374.11","8","765","2",1
"KAD-1142","Kaduna","9mobile","3","Edo","3","4G","1","3","90.21","422.93","6","564","2",1
"KAD-1145","Kaduna","Airtel","1","Yobe","1","3G","1","1","86.07","200.59","1","67","1",0
"KAD-1147","Kaduna","Airtel","3","Bauchi","4","4G","3","4","95.52","258.05","10","451","1",0
"KAD-1148","Kaduna","Airtel","2","Anambra","3","2G","3","3","90.55","408.24","9","835","3",1
"KAD-1149","Kaduna","9mobile","2","Plateau","2","4G","1","2","87.95","347.04","5","559","2",1
"KAD-1150","Kaduna","MTN","1","Jigawa","1","3G","1","1","99.87","1.87","0","0","0",0
"KAD-1151","Kaduna","Airtel","1","Borno","1","4G","1","1","97.67","33.55","3","0","0",0
"KAD-1153","Kaduna","Glo","1","Rivers","1","4G","1","1","97.85","30.96","1","0","0",0
"KAD-1158","Kaduna","Glo","1","Ekiti","1","4G","1","1","94.19","83.66","2","124","1",0
"KAD-1159","Kaduna","Airtel","1","Osun","1","3G","1","1","97.23","39.89","0","0","0",0
"KAD-1161","Kaduna","MTN","1","Cross River","1","4G","1","1","94.81","74.74","2","233","1",0
"KAD-1162","Kaduna","9mobile","1","Rivers","1","4G","1","1","88.11","171.22","0","359","1",0
"KAD-1163","Kaduna","Airtel","1","Lagos","1","4G","1","1","90.64","134.78","5","290","1",0
"KAD-1165","Kaduna","Airtel","1","Ebonyi","1","4G","1","1","96.88","44.93","4","0","0",0
"KAD-1167","Kaduna","9mobile","1","FCT","1","2G","1","1","97.21","40.18","4","0","0",0
"KAD-1168","Kaduna","Airtel","1","Kwara","1","2G","1","1","97.13","41.33","0","0","0",0
"KAD-1171","Kaduna","Airtel","1","Bauchi","1","3G","1","1","91.41","123.70","3","129","1",0
"KAD-1172","Kaduna","Airtel","1","Nasarawa","1","3G","1","1","89.21","155.38","2","435","1",0
"KAD-1173","Kaduna","9mobile","2","Edo","2","4G","1","2","89.54","301.39","1","871","2",1
"KAD-1180","Kaduna","Glo","1","Abia","1","5G","1","1","91.31","125.14","2","440","1",0
"KAD-1182","Kaduna","9mobile","1","Zamfara","1","4G","1","1","93.58","92.45","1","289","1",0
"KAD-1184","Kaduna","9mobile","2","Bauchi","2","3G","2","2","95.97","116.20","1","128","1",0
"KAD-1185","Kaduna","Glo","1","Zamfara","1","3G","1","1","95.73","61.49","5","0","0",0
"KAD-1187","Kaduna","Glo","1","Borno","1","4G","1","1","93.50","93.60","1","262","1",0
"KAD-1188","Kaduna","Airtel","1","Imo","2","3G","1","2","89.99","288.29","3","279","2",1
"KAD-1190","Kaduna","MTN","1","Enugu","2","3G","2","2","85.77","409.82","0","287","2",1
"KAD-1191","Kaduna","MTN","1","Sokoto","1","4G","1","1","90.75","133.20","0","129","1",0
"KAD-1192","Kaduna","MTN","1","Anambra","2","4G","1","2","96.49","101.23","4","0","0",0
"KAD-1193","Kaduna","Glo","1","Gombe","1","4G","1","1","91.75","118.80","1","432","1",0
"KAD-1194","Kaduna","9mobile","1","Oyo","1","3G","1","1","88.81","161.14","1","244","1",0
"KAD-1196","Kaduna","Glo","1","Kogi","1","3G","1","1","93.78","89.57","1","447","1",0
"KAD-1197","Kaduna","Airtel","3","Bauchi","3","4G","2","3","92.39","328.76","6","983","2",1
"KAD-1198","Kaduna","MTN","1","Borno","1","4G","1","1","86.95","187.92","1","380","1",0
"KAD-1199","Kaduna","MTN","2","Gombe","3","3G","2","3","97.28","117.51","5","0","0",0
"KAD-1202","Kaduna","Glo","1","Delta","1","3G","1","1","96.33","52.85","4","0","0",0
"KAD-1203","Kaduna","Airtel","2","Edo","2","3G","2","2","92.57","213.99","4","175","1",0
"KAD-1204","Kaduna","Glo","1","Ogun","1","3G","1","1","95.65","62.64","1","0","0",0
"KAD-1205","Kaduna","MTN","1","Osun","1","4G","1","1","97.71","32.98","1","0","0",0
"KAD-1207","Kaduna","Glo","1","Edo","1","2G","1","1","99.29","10.22","0","0","0",0
"KAD-1208","Kaduna","Airtel","2","Delta","2","3G","2","2","93.01","201.31","6","398","1",0
"KAD-1209","Kaduna","9mobile","1","Delta","2","4G","1","2","94.48","158.98","3","309","1",0
"KAD-1210","Kaduna","Airtel","1","Nasarawa","1","4G","1","1","85.59","207.50","1","314","1",0
"KAD-1211","Kaduna","Airtel","1","Ondo","1","4G","1","1","99.65","5.04","0","0","0",0
"KAD-1212","Kaduna","9mobile","1","Imo","1","2G","1","1","91.33","124.85","1","365","1",0
"KAD-1215","Kaduna","9mobile","1","Abia","1","4G","1","1","86.94","188.06","0","290","1",0
"KAD-1217","Kaduna","MTN","1","Benue","1","4G","1","1","92.86","102.82","3","341","1",0
"KAD-1218","Kaduna","Airtel","2","Cross River","3","2G","3","3","90.11","427.39","12","587","3",1
"KAD-1222","Kaduna","9mobile","1","Gombe","1","4G","1","1","88.80","161.28","4","451","1",0
"KAD-1224","Kaduna","Airtel","1","Adamawa","1","4G","1","1","93.19","98.06","0","266","1",0
"KAD-1235","Kaduna","9mobile","1","Abia","1","5G","1","1","96.16","55.30","3","0","0",0
"KAD-1236","Kaduna","9mobile","1","Ekiti","1","4G","1","1","96.81","45.94","3","0","0",0
"KAD-1237","Kaduna","MTN","1","Gombe","1","4G","1","1","86.71","191.38","1","271","1",0
"KAD-1238","Kaduna","Airtel","2","Enugu","2","4G","2","2","95.72","123.41","9","348","1",0
"KAD-1239","Kaduna","9mobile","2","Benue","2","4G","1","2","91.53","243.94","2","255","1",0
"KAD-1244","Kaduna","Glo","1","Kaduna","1","4G","1","1","86.16","199.30","5","301","1",0
"KAD-1245","Kaduna","9mobile","2","Nasarawa","2","4G","1","2","92.12","226.94","4","259","2",1
"KAD-1248","Kaduna","9mobile","1","Benue","2","3G","2","2","92.58","213.84","5","311","1",0
"KAD-1249","Kaduna","Airtel","1","Nasarawa","1","4G","1","1","88.49","165.74","5","430","1",0
"KAD-1250","Kaduna","Glo","1","Gombe","1","2G","1","1","96.50","50.40","5","0","0",0
"KAD-1251","Kaduna","Airtel","2","Gombe","2","4G","1","2","92.56","214.27","8","197","1",0
"KAD-1252","Kaduna","9mobile","2","Bayelsa","2","3G","2","2","96.38","104.40","4","0","0",0
"KAD-1254","Kaduna","9mobile","1","FCT","1","3G","1","1","96.69","47.66","4","0","0",0
"KAD-1255","Kaduna","Airtel","1","Ogun","1","4G","1","1","86.79","190.22","4","143","1",0
"KAD-1256","Kaduna","Glo","1","Katsina","1","4G","1","1","89.93","145.01","0","311","1",0
"KAD-1258","Kaduna","Airtel","2","Anambra","2","4G","1","2","94.55","156.96","9","227","1",0
"KAD-1259","Kaduna","MTN","1","FCT","1","4G","1","1","94.06","85.54","4","104","1",0
"KAD-1260","Kaduna","MTN","1","Akwa Ibom","1","4G","1","1","85.92","202.75","0","196","1",0
"KAD-1262","Kaduna","Glo","1","Bayelsa","1","4G","1","1","96.56","49.54","0","0","0",0
"KAD-1263","Kaduna","9mobile","2","Kano","1","3G","2","2","96.27","107.43","1","482","1",0
"KAD-1265","Kaduna","Airtel","2","Ekiti","2","4G","1","2","90.96","260.50","3","123","1",0
"KAD-1267","Kaduna","MTN","1","Abia","1","4G","1","1","89.34","153.50","3","277","1",0
"KAD-1269","Kaduna","Airtel","2","Abia","3","4G","1","3","93.26","291.18","6","141","1",0
"KAD-1272","Kaduna","Airtel","1","Benue","1","4G","1","1","96.99","43.34","4","0","0",0
"KAD-1273","Kaduna","Airtel","1","Plateau","1","4G","1","1","88.37","167.47","3","186","1",0
"KAD-1274","Kaduna","Glo","1","Gombe","1","4G","1","1","93.60","92.16","5","105","1",0
"KAD-1277","Kaduna","Airtel","2","Kaduna","2","3G","2","2","94.42","160.85","5","92","1",0
"KAD-1279","Kaduna","9mobile","2","Adamawa","3","4G","2","3","88.41","500.68","11","482","3",1
"KAD-1283","Kaduna","Airtel","1","Ondo","1","2G","1","1","99.57","6.19","0","0","0",0
"KAD-1284","Kaduna","Airtel","2","Ebonyi","2","4G","1","2","90.03","287.28","4","167","2",1
"KAD-1286","Kaduna","Airtel","1","Rivers","1","4G","1","1","87.21","184.18","0","500","1",0
"KAD-1288","Kaduna","Glo","1","Sokoto","1","4G","1","1","89.35","153.36","3","264","1",0
"KAD-1290","Kaduna","Airtel","2","Ebonyi","3","4G","1","3","94.99","216.57","6","450","1",0
"KAD-1291","Kaduna","9mobile","2","Kogi","2","4G","1","2","91.12","255.88","8","796","2",1
"KAD-1293","Kaduna","Glo","1","Kano","1","4G","1","1","97.64","33.98","3","0","0",0
"KAD-1295","Kaduna","Airtel","1","Ondo","1","4G","1","1","85.06","215.14","2","178","1",0
"KAD-1296","Kaduna","9mobile","1","Bayelsa","1","5G","1","1","90.43","137.81","1","254","1",0
"KAD-1299","Kaduna","Airtel","1","Zamfara","1","4G","1","1","97.94","29.66","5","0","0",0
"KAD-1300","Kaduna","Glo","1","Benue","1","3G","1","1","87.07","186.19","2","203","1",0
"KAD-1301","Kaduna","Airtel","2","Borno","2","3G","2","2","87.11","371.37","2","319","2",1
"KAD-1302","Kaduna","MTN","1","Imo","1","4G","1","1","89.81","146.74","1","318","1",0
"KAD-1303","Kaduna","MTN","1","FCT","1","3G","1","1","86.87","189.07","5","315","1",0
"KAD-1305","Kaduna","9mobile","2","Kebbi","2","3G","2","2","92.87","205.35","4","459","1",0
"KAD-1308","Kaduna","Glo","2","Bayelsa","3","4G","2","3","96.04","171.21","9","190","1",0
"KAD-1309","Kaduna","Airtel","1","FCT","1","4G","1","1","85.79","204.62","5","167","1",0
"KAD-1310","Kaduna","Glo","1","Kano","1","4G","1","1","88.16","170.50","4","141","1",0
"KAD-1311","Kaduna","Airtel","1","Kano","1","4G","1","1","96.38","52.13","4","0","0",0
"KAD-1315","Kaduna","Glo","1","Enugu","2","3G","2","2","94.96","145.15","2","403","1",0
"KAD-1316","Kaduna","Glo","1","Ondo","1","3G","1","1","94.05","85.68","5","388","1",0
"KAD-1319","Kaduna","9mobile","1","Edo","1","3G","1","1","88.79","161.42","4","254","1",0
"KAD-1320","Kaduna","Airtel","1","Kano","1","3G","1","1","85.76","205.06","4","154","1",0
"KAD-1321","Kaduna","Glo","2","FCT","2","4G","2","2","96.62","97.49","0","365","1",0
"KAD-1323","Kaduna","Airtel","1","Taraba","1","4G","1","1","97.46","36.58","5","0","0",0
"KAD-1324","Kaduna","Airtel","1","Gombe","1","4G","1","1","89.78","147.17","0","367","1",0
"KAD-1326","Kaduna","Glo","1","Kebbi","1","3G","1","1","94.54","78.62","2","400","1",0
"KAD-1328","Kaduna","Airtel","1","Katsina","1","3G","1","1","92.37","109.87","0","288","1",0
"KAD-1330","Kaduna","9mobile","1","Borno","1","4G","1","1","92.16","112.90","5","343","1",0
"KAD-1332","Kaduna","9mobile","1","Jigawa","1","4G","1","1","98.66","19.30","1","0","0",0
"KAD-1338","Kaduna","MTN","1","Kaduna","1","4G","1","1","85.65","206.64","4","225","1",0
"KAD-1340","Kaduna","MTN","1","Niger","1","4G","1","1","93.91","87.70","3","118","1",0
"KAD-1342","Kaduna","9mobile","2","Cross River","2","2G","2","2","97.91","60.33","7","0","0",0
"KAD-1343","Kaduna","Airtel","1","Rivers","1","4G","1","1","89.77","147.31","3","276","1",0
"KAD-1345","Kaduna","MTN","1","Abia","1","3G","1","1","93.27","96.91","0","90","1",0
"KAD-1346","Kaduna","Glo","1","FCT","1","5G","1","1","89.41","152.50","5","326","1",0
"KAD-1347","Kaduna","Glo","1","Anambra","1","4G","1","1","94.44","80.06","2","67","1",0
"KAD-1348","Kaduna","9mobile","1","Anambra","1","4G","1","1","89.43","152.21","0","457","1",0
"KAD-1352","Kaduna","Glo","1","Akwa Ibom","1","4G","1","1","93.92","87.55","5","398","1",0
"KAD-1353","Kaduna","Airtel","1","Sokoto","1","3G","1","1","97.68","33.41","1","0","0",0
"KAD-1354","Kaduna","Airtel","1","Zamfara","1","4G","1","1","96.00","57.60","5","0","0",0
"KAD-1356","Kaduna","Glo","1","Rivers","1","4G","1","1","95.69","62.06","4","0","0",0
"KAD-1357","Kaduna","MTN","1","Kano","1","4G","1","1","90.42","137.95","3","245","1",0
"KAD-1361","Kaduna","9mobile","1","Osun","1","4G","1","1","94.15","84.24","1","58","1",0
"KAD-1362","Kaduna","MTN","1","Delta","1","4G","1","2","90.84","263.95","1","243","1",0
"KAD-1363","Kaduna","9mobile","1","Zamfara","1","4G","1","1","99.82","2.59","0","0","0",0
"KAD-1364","Kaduna","9mobile","2","Benue","1","3G","2","2","95.84","119.95","3","153","1",0
"KAD-1367","Kaduna","9mobile","2","FCT","2","4G","1","2","92.49","216.29","0","318","1",0
"KAD-1369","Kaduna","Airtel","2","Adamawa","2","4G","1","2","89.69","297.07","5","636","2",1
"KAD-1371","Kaduna","Airtel","1","Ebonyi","1","4G","1","1","92.49","108.14","4","387","1",0
"KAD-1373","Kaduna","9mobile","2","Osun","2","4G","1","2","94.22","166.47","5","417","1",0
"KAD-1374","Kaduna","MTN","1","Yobe","1","5G","1","1","92.77","104.11","0","241","1",0
"KAD-1377","Kaduna","Airtel","1","Yobe","1","4G","1","1","98.69","18.86","2","0","0",0
"KAD-1378","Kaduna","Glo","3","Abia","4","4G","3","4","95.53","257.46","10","350","1",0
"KAD-1379","Kaduna","MTN","1","Kaduna","1","3G","1","1","96.50","50.40","5","0","0",0
"KAD-1381","Kaduna","Airtel","1","Kano","1","4G","1","1","98.45","22.32","2","0","0",0
"KAD-1386","Kaduna","9mobile","2","Bayelsa","2","3G","2","2","90.44","275.33","4","449","2",1
"KAD-1389","Kaduna","9mobile","1","Sokoto","1","4G","1","1","98.36","23.62","4","0","0",0
"KAD-1391","Kaduna","Airtel","1","Oyo","1","4G","1","1","95.78","60.77","0","0","0",0
"KAD-1393","Kaduna","Airtel","1","Delta","1","4G","1","1","88.42","166.75","0","356","1",0
"KAD-1397","Kaduna","9mobile","1","Kaduna","1","3G","1","1","86.97","187.63","3","108","1",0
"KAD-1398","Kaduna","9mobile","1","Sokoto","1","4G","1","1","95.41","66.10","4","0","0",0
"KAD-1402","Kaduna","Airtel","1","Delta","1","4G","1","1","85.04","215.42","4","359","1",0
"KAD-1403","Kaduna","Airtel","1","Niger","1","4G","1","1","85.32","211.39","4","479","1",0
"KAD-1407","Kaduna","9mobile","1","Zamfara","1","4G","1","1","87.12","185.47","5","428","1",0
"KAD-1410","Kaduna","Airtel","1","Lagos","1","3G","1","1","87.01","187.06","5","73","1",0
"KAD-1411","Kaduna","Airtel","1","Abia","1","3G","1","1","86.72","191.23","1","281","1",0
"KAD-1412","Kaduna","9mobile","1","Zamfara","1","4G","1","1","94.08","85.25","5","256","1",0
"KAD-1413","Kaduna","9mobile","1","Yobe","1","4G","1","1","87.49","180.14","0","347","1",0
"KAD-1414","Kaduna","Airtel","1","Bayelsa","1","4G","1","1","93.86","88.42","1","305","1",0
"KAD-1418","Kaduna","MTN","1","Kogi","1","4G","1","1","87.77","176.11","0","342","1",0
"KAD-1419","Kaduna","MTN","1","Enugu","1","4G","1","1","89.81","146.74","4","292","1",0
"KAD-1421","Kaduna","Glo","2","Benue","2","3G","2","2","94.50","158.55","5","352","1",0
"KAD-1427","Kaduna","9mobile","2","Delta","2","3G","2","2","97.33","77.04","4","0","0",0
"KAD-1428","Kaduna","Airtel","1","Kogi","1","5G","1","1","90.96","130.18","4","361","1",0
"KAD-1429","Kaduna","9mobile","1","Jigawa","1","3G","1","1","85.20","213.12","4","398","1",0
"KAD-1430","Kaduna","MTN","1","Enugu","1","4G","1","1","92.10","113.76","5","249","1",0
"KAD-1434","Kaduna","9mobile","1","Ondo","1","4G","1","1","90.15","141.84","5","133","1",0
"KAD-1435","Kaduna","MTN","1","Akwa Ibom","1","3G","1","1","88.31","168.34","5","277","1",0
"KAD-1436","Kaduna","Glo","1","Rivers","1","4G","1","1","95.96","58.18","4","0","0",0
"KAD-1437","Kaduna","Airtel","1","Taraba","1","3G","1","1","86.48","194.69","1","417","1",0
"KAD-1441","Kaduna","Airtel","2","Delta","2","4G","1","2","98.08","55.44","3","0","0",0
"KAD-1444","Kaduna","9mobile","2","Bayelsa","2","3G","2","2","93.41","189.94","9","242","1",0
"KAD-1445","Kaduna","MTN","1","Zamfara","1","4G","1","1","90.03","143.57","3","191","1",0
"KAD-1449","Kaduna","Glo","1","Imo","1","4G","1","1","92.56","107.14","2","462","1",0
"KAD-1451","Kaduna","MTN","2","Imo","3","2G","3","3","90.35","416.89","7","470","3",1
"KAD-1452","Kaduna","9mobile","1","Benue","1","3G","1","1","85.27","212.11","4","416","1",0
"KAD-1456","Kaduna","9mobile","3","Borno","3","3G","3","3","94.65","231.26","8","393","2",1
"KAD-1458","Kaduna","MTN","1","FCT","1","4G","1","1","93.39","95.18","2","281","1",0
"KAD-1463","Kaduna","9mobile","2","Abia","2","3G","2","2","90.44","275.33","7","504","2",1
"KAD-1467","Kaduna","Glo","1","Kwara","1","2G","1","1","99.73","3.89","0","0","0",0
"KAD-1468","Kaduna","Glo","2","Kebbi","2","4G","1","2","89.88","291.46","8","590","2",1
"KAD-1471","Kaduna","Airtel","1","Ebonyi","1","3G","1","1","90.62","135.07","4","149","1",0
"KAD-1473","Kaduna","MTN","1","Gombe","1","4G","1","2","90.77","265.82","3","353","1",0
"KAD-1475","Kaduna","Airtel","1","Adamawa","1","2G","1","1","93.45","94.32","5","57","1",0
"KAD-1478","Kaduna","MTN","1","Gombe","1","4G","1","1","86.30","197.28","0","215","1",0
"KAD-1483","Kaduna","Glo","2","Kebbi","2","3G","2","2","92.67","211.25","5","122","1",0
"KAD-1486","Kaduna","9mobile","2","Kogi","2","3G","2","2","91.02","258.77","2","594","2",1
"KAD-1487","Kaduna","9mobile","1","Kebbi","1","4G","1","1","85.73","205.49","3","157","1",0
"KAD-1489","Kaduna","9mobile","2","Jigawa","2","4G","2","2","88.14","341.72","6","379","2",1
